Inmateid,Bookingid,Last Admission Date,InmateLast,Inmatefirst,Gender,Race,Age at booking,Days in Custody from Last Admission Date,casedisposition,ChargeDescription,Statute,ChargeCrimeType,CurrentBond,TotalBond,City,Zip
1935196263,1398328090,1/10/15,,,Male,Asian,25,507,Case Continued,MURDER/INTENT TO KILL/INJURE,720 ILCS 5/9-1(a)(1),Class M Felony (Murder),"$3,000,000 ","$20,000,000 ",Chicago,60605
1935196263,1398328090,1/10/15,,,Male,Asian,25,507,NOLLE,CONCEAL HOMICIDAL DEATH,720 ILCS 5/9-3.4(a),Class 3 Felony,$0 ,"$20,000,000 ",Chicago,60605
1935196263,1398328090,1/10/15,,,Male,Asian,25,507,Case Continued,BURGLARY,720 ILCS 5/19-1(a),Class 2 Felony,"$1,000,000 ","$20,000,000 ",Chicago,60605
1935197620,1398328095,1/10/15,,,Male,Black,24,507,Case Continued,HARASS JUOR'S FAMILY MBR/REP,720 ILCS 5/32-4a(a)(1),Class 2 Felony,"$1,000,000 ","$1,000,000 ",Oak Forest,60452
1935197620,1398328095,1/10/15,,,Male,Black,24,507,Case Continued,RECK DISCH FIREARM/ENDANGERS,720 ILCS 5/24-1.5(a),Class 4 Felony,$0 ,"$1,000,000 ",Oak Forest,60452
1935198149,1398328246,1/11/15,,,Male,Black,24,506,Case Continued,MURDER/INTENT TO KILL/INJURE,720 ILCS 5/9-1(a)(1),Class M Felony (Murder),"$1,000,000 ","$1,000,000 ",CHGO,60643
1935196831,1398328256,1/11/15,,,Male,Black,50,506,Case Continued,OTHER AMT NARCOTIC SCHED I&II,720 ILCS 570/401(d)(i),Class 2 Felony,"$50,000 ","$50,000 ",Chicago,60619
1935199576,1398328465,1/12/15,,,Male,Black,25,505,Case Continued,AGG BATTERY/PEACE OFFICER,720 ILCS 5/12-3.05(d)(4),Class 2 Felony,$0 ,$0 ,CHICAGO,60623
1935199576,1398328465,1/12/15,,,Male,Black,25,505,Case Continued,MURDER/INTENT TO KILL/INJURE,720 ILCS 5/9-1(a)(1),Class M Felony (Murder),$0 ,$0 ,CHICAGO,60623
1935198199,1398328470,1/12/15,,,Male,Black,24,505,Case Continued,MURDER/INTENT TO KILL/INJURE,720 ILCS 5/9-1(a)(1),Class M Felony (Murder),"$2,000,000 ","$2,000,000 ",Chicago,60623
1935192315,1398328474,1/12/15,,,Male,Black,30,505,Case Continued,,,,"$95,000 ","$245,000 ",Chicago,60609
1935192315,1398328474,1/12/15,,,Male,Black,30,505,NOLLE,CARRY/POSS FIREARM PUBLIC/SCH,720 ILCS 5/24-1(a)(10),Class 3 Felony,$0 ,"$245,000 ",Chicago,60609
1935198211,1398328654,1/13/15,,,Male,Latino,22,504,Case Continued,PRED CRIM SEX ASLT/VICTIM <13,720 ILCS 5/11-1.40(a)(1),Class X Felony,"$100,000 ","$100,000 ",Cicero,60804
1935191760,1398328666,1/13/15,,,Male,White,50,504,Case Continued,"POSSESS CANNABIS/>5,000 GRAMS",720 ILCS 550/4(g),Class 1 Felony,"$50,000 ","$50,000 ",tucson,85705
1935197691,1398328668,1/13/15,,,Male,Latino,30,504,Case Continued,AGG CRIM SEXUAL ABUSE/FELONY,720 ILCS 5/11-1.60(a)(6),Class 2 Felony,"$500,000 ","$500,000 ",Chicago,0
1935198382,1398328671,1/13/15,,,Male,Black,23,504,Sentence Expired,AGG ASSAULT/DEADLY WEAPON,720 ILCS 5/12-2(a)(1),Class A Misdemeanor,$0 ,"$450,000 ",CHICAGO,60649
1935198382,1398328671,1/13/15,,,Male,Black,23,504,Case Continued,AGGRAVATED BATTERY,720 ILCS 5/12-3.05,Generic Code For Any Class,$0 ,"$450,000 ",CHICAGO,60649
1935198382,1398328671,1/13/15,,,Male,Black,23,504,Sentence Expired,,,,,"$450,000 ",CHICAGO,60649
1935198382,1398328671,1/13/15,,,Male,Black,23,504,Stricken With Leave to Reinstate,,,,$0 ,"$450,000 ",CHICAGO,60649
1935198382,1398328671,1/13/15,,,Male,Black,23,504,Case Continued,ARMED ROBBERY/ARMED W/FIREARM,720 ILCS 5/18-2(a)(2),Class X Felony,$0 ,"$450,000 ",CHICAGO,60649
1935198382,1398328671,1/13/15,,,Male,Black,23,504,Case Continued,ROBBERY/SCHOOL/PLACE WORSHIP,720 ILCS 5/18-1(a),Class 1 Felony,$0 ,"$450,000 ",CHICAGO,60649
1935198382,1398328671,1/13/15,,,Male,Black,23,504,Case Continued,Robbery-Aggravted,,,$0 ,"$450,000 ",CHICAGO,60649
1935198382,1398328671,1/13/15,,,Male,Black,23,504,Case Continued,AGG BATTERY/PEACE OFFICER,720 ILCS 5/12-3.05(d)(4),Class 2 Felony,"$250,000 ","$450,000 ",CHICAGO,60649
1935198382,1398328671,1/13/15,,,Male,Black,23,504,Case Continued,AGG BATTERY/PEACE OFFICER,720 ILCS 5/12-3.05(d)(4),Class 2 Felony,"$50,000 ","$450,000 ",CHICAGO,60649
1935199306,1398328851,1/14/15,,,Male,Black,56,503,Case Continued,ARMED ROBBERY/ARMED W/FIREARM,720 ILCS 5/18-2(a)(2),Class X Felony,"$100,000 ","$160,000 ",chicago,60620
1935198241,1398328857,1/14/15,,,Male,American Indian,21,503,Case Continued,CHILD PORN/FILM/TAPE/PHOTO/ACT,720 ILCS 5/11-20.1(a)(1),Class 1 Felony,"$300,000 ","$300,000 ",BURBANK,60459
1935191944,1398328869,1/14/15,,,Male,Black,31,503,Case Continued,MURDER/INTENT TO KILL/INJURE,720 ILCS 5/9-1(a)(1),Class M Felony (Murder),$0 ,$0 ,IOWA CITY,0
1935198262,1398328880,1/14/15,,,Male,Black,19,503,Case Continued,ARMED ROBBERY/ARMED W/FIREARM,720 ILCS 5/18-2(a)(2),Class X Felony,"$1,000,000 ","$1,300,000 ",CHICAGO,60609
1935198262,1398328880,1/14/15,,,Male,Black,19,503,Case Continued,ARMED ROBBERY,720 ILCS 5/18-2(a),Class X Felony,"$300,000 ","$1,300,000 ",CHICAGO,60609
1935192616,1398328883,1/14/15,,,Male,Black,39,503,Case Continued,ARMED ROBBERY/ARMED W/FIREARM,720 ILCS 5/18-2(a)(2),Class X Felony,"$250,000 ","$250,000 ",,60624
1935192616,1398328883,1/14/15,,,Male,Black,39,503,Case Continued,Attempt Aggravated Robbery,,,$0 ,"$250,000 ",,60624
1935193297,1398328884,1/14/15,,,Male,Black,38,503,Case Continued,ARMED HABITUAL CRIMINAL,720 ILCS 5/24-1.7(a),Class X Felony,$0 ,$0 ,Chicago,60636
1935198287,1398329077,1/15/15,,,Female,White,67,502,Case Continued,FIN EXPLOIT ELDERLY/80+/$5K+,720 ILCS 5/17-56(a),Class 1 Felony,"$500,000 ","$500,000 ",JOLIET,60435
1935198288,1398329078,1/15/15,,,Female,White,31,502,Case Continued,MURDER/INTENT TO KILL/INJURE,720 ILCS 5/9-1(a)(1),Class M Felony (Murder),"$1,500,000 ","$1,500,000 ",schiller pk.,60176
1935195815,1398329090,1/15/15,,,Male,Black,20,502,Case Continued,MURDER/INTENT TO KILL/INJURE,720 ILCS 5/9-1(a)(1),Class M Felony (Murder),$0 ,$0 ,Chicago,60636
1935197784,1398329094,1/15/15,,,Male,Black,25,502,Case Continued,HOME INVASION/ARMED W/FIREARM,720 ILCS 5/12-11(a)(3),Class X Felony,$0 ,$0 ,Chicago,60621
1935197784,1398329094,1/15/15,,,Male,Black,25,502,Case Continued,HOME INVASION/CAUSE INJURY,720 ILCS 5/12-11(a)(2),Class X Felony,$0 ,$0 ,Chicago,60621
1935196960,1398329099,1/15/15,,,Male,Black,34,502,Case Continued,AGGRAVATED ROBBERY,720 ILCS 5/18-5(a),Class 1 Felony,$0 ,$0 ,Chicago,60636
1935196960,1398329099,1/15/15,,,Male,Black,34,502,Ship to IDOC,Robbery,720 ILCS 5 18-1(a) [1100000],Class 3 Felony,$0 ,$0 ,Chicago,60636
1935196960,1398329099,1/15/15,,,Male,Black,34,502,Case Continued,AGGRAVATED ROBBERY,720 ILCS 5/18-3(a),Class 1 Felony,$0 ,$0 ,Chicago,60636
1935199878,1398329100,1/15/15,,,Male,Black,25,502,Ship to IDOC,AGGRAVATED UNLAWFUL RESTRAINT,720 ILCS 5/10-3.1(a),Class 3 Felony,,$0 ,Chicago,60639
1935199878,1398329100,1/15/15,,,Male,Black,25,502,Case Continued,ARMED ROBBERY/ARMED W/FIREARM,720 ILCS 5/18-2(a)(2),Class X Felony,$0 ,$0 ,Chicago,60639
1935195911,1398329105,1/15/15,,,Male,Black,25,502,Case Continued,ARMED ROBBERY/ARMED W/FIREARM,720 ILCS 5/18-2(a)(2),Class X Felony,"$500,000 ","$1,000,000 ",Chicago,60624
1935192433,1398329109,1/15/15,,,Male,Black,20,502,Case Continued,RESIDENTIAL BURGLARY,720 ILCS 5/19-3(a),Class 1 Felony,"$100,000 ","$350,000 ",Chicago,60621
1935192433,1398329109,1/15/15,,,Male,Black,20,502,Case Continued,AGG UNLAWFUL USE OF WEAPON/VEH,720 ILCS 5/24-1.6(a)(1),Class 4 Felony,$0 ,"$350,000 ",Chicago,60621
1935194924,1398329112,1/15/15,,,Male,Black,49,502,Case Continued,MURDER/INTENT TO KILL/INJURE,720 ILCS 5/9-1(a)(1),Class M Felony (Murder),$0 ,$0 ,Chicago,60637
1935198310,1398329292,1/16/15,,,Male,White,39,501,Case Continued,PRED CRIM SEX ASLT/VICTIM <13,720 ILCS 5/11-1.40(a)(1),Class X Felony,"$750,000 ","$750,000 ",CHICAGO,60659
1935193433,1398329296,1/16/15,,,Male,Black,26,501,Case Continued,MFG/DEL HEROIN/SCH/PUB HS/PK,720 ILCS 570/407(b)(1),Class X Felony,"$50,000 ","$485,000 ",Chicago,60651
1935193433,1398329296,1/16/15,,,Male,Black,26,501,Case Continued,AGG UUW/VEH/FIR LOADED/NO FOID,720 ILCS 5/24-1.6(a)(1),Class 4 Felony,"$80,000 ","$485,000 ",Chicago,60651
1935198743,1398329304,1/16/15,,,Male,Black,41,501,Case Continued,MFG/DEL HEROIN/SCH/PUB HS/PK,720 ILCS 570/407(b)(1),Class X Felony,$0 ,"$100,000 ",CHICAGO,60628
1935195558,1398329308,1/16/15,,,Male,Black,45,501,Case Continued,RESIST/PC OFF/CORR EMP/FRFTR,720 ILCS 5/31-1(a),Class A Misdemeanor,"$300,000 ","$300,000 ",CHICAGO,60607
1935194664,1398329313,1/16/15,,,Male,White,63,501,Case Continued,BURGLARY,720 ILCS 5/19-1(a),Class 2 Felony,"$70,000 ","$320,000 ",Chicago,60637
1935195915,1398329314,1/16/15,,,Male,Black,30,501,Case Continued,ARMED ROBBERY/ARMED W/FIREARM,720 ILCS 5/18-2(a)(2),Class X Felony,$0 ,"$400,000 ",Chicago,60644
1935195915,1398329314,1/16/15,,,Male,Black,30,501,Case Continued,MURDER/INTENT TO KILL/INJURE,720 ILCS 5/9-1(a)(1),Class M Felony (Murder),"$400,000 ","$400,000 ",Chicago,60644
1935193478,1398329315,1/16/15,,,Male,Black,50,501,Case Continued,IDENTITY THEFT/KNOWS ID STOLEN,720 ILCS 5/16-30(a)(4),Class 3 Felony,,"$75,000 ",Chicago,60607
1935193478,1398329315,1/16/15,,,Male,Black,50,501,Case Continued,THEFT/CONTROL/PERSON <$500,720 ILCS 5/16-1(a)(1),Class 3 Felony,"$75,000 ","$75,000 ",Chicago,60607
1935198313,1398329487,1/17/15,,,Male,Black,42,500,Case Continued,CRIM SEX ASSAULT/FORCE,720 ILCS 5/11-1.20(a)(1),Class 1 Felony,$0 ,$0 ,Chicago,60600
1935196816,1398329491,1/17/15,,,Male,Hispanic White,53,500,Case Continued,MFG/DEL 900+ GR COCAINE/ANLG,720 ILCS 570/401(a)(2)(D),Class X Felony,$0 ,"$100,000 ",Chicago,60652
1935196816,1398329491,1/17/15,,,Male,Hispanic White,53,500,Case Continued,DRVG ON SUSP LICENSE/FTA,625 ILCS 5/6-303(a),Petty Offense,"$100,000 ","$100,000 ",Chicago,60652
1935198324,1398329518,1/17/15,,,Male,Asian,27,500,Case Continued,PRED CRIM SEX ASLT/VICTIM <13,720 ILCS 5/11-1.40(a)(1),Class X Felony,$0 ,$0 ,Chicago,60616
1935198336,1398329730,1/18/15,,,Male,Black,19,499,Case Continued,MURDER/INTENT TO KILL/INJURE,720 ILCS 5/9-1(a)(1),Class M Felony (Murder),$0 ,"$1,000,000 ",Chicago,60624
1935198336,1398329730,1/18/15,,,Male,Black,19,499,Case Continued,ARMED ROBBERY/ARMED W/FIREARM,720 ILCS 5/18-2(a)(2),Class X Felony,"$1,000,000 ","$1,000,000 ",Chicago,60624
1935198339,1398329733,1/18/15,,,Male,Black,21,499,Case Continued,First Degree Murder,38-9-1,Class X Felony,"$1,000,000 ","$1,000,000 ",Chicago,60617
1935199341,1398329745,1/18/15,,,Male,Black,59,499,Case Continued,FELON POSS/USE WEAPON/FIREARM,720 ILCS 5/24-1.1(a),Class 3 Felony,"$125,000 ","$125,000 ",Chicago,60827
1935196498,1398329746,1/18/15,,,Male,Latino,22,499,Case Continued,POSS FIREARM/LAND/GANG MBR,720 ILCS 5/24-1.8(a)(1),Class 2 Felony,"$100,000 ","$100,000 ",Chicago,60629
1935196498,1398329746,1/18/15,,,Male,Latino,22,499,Case Continued,BURGLARY,720 ILCS 5/19-1(a),Class 2 Felony,$0 ,"$100,000 ",Chicago,60629
1935192164,1398329750,1/18/15,,,Male,Latino,30,499,Case Continued,VIOLATE ORDER PROTECTION,720 ILCS 5/12-3.4(a)(1),Class A Misdemeanor,"$5,000 ","$5,000 ",chicago,60639
1935192164,1398329750,1/18/15,,,Male,Latino,30,499,Case Continued,MURDER/INTENT TO KILL/INJURE,720 ILCS 5/9-1(a)(1),Class M Felony (Murder),$0 ,"$5,000 ",chicago,60639
1935199169,1398329997,1/19/15,,,Male,Latino,26,498,Case Continued,AGG DUI/ACCIDENT/DEATH,625 ILCS 5/11-501(a),Class 2 Felony,"$600,000 ","$1,100,000 ",Chicago,60622
1935192601,1398330002,1/19/15,,,Male,Black,50,498,Case Continued,UNLAWFUL POSSESSION OF HANDGUN,720 ILCS 5/24-3.1(a)(1),Class 4 Felony,"$100,000 ","$200,000 ",Chicago,60644
1935194496,1398330267,1/20/15,,,Male,Black,29,497,Ship to IDOC,ARMED HABITUAL CRIMINAL,720 ILCS 5/24-1.7(a),Class X Felony,$0 ,"$100,000 ",Chicago,60623
1935194496,1398330267,1/20/15,,,Male,Black,29,497,Case Continued,ARMED HABITUAL CRIMINAL,720 ILCS 5/24-1.7(a),Class X Felony,"$100,000 ","$100,000 ",Chicago,60623
1935194404,1398330270,1/20/15,,,Male,Black,26,497,Case Continued,ARMED HABITUAL CRIMINAL,720 ILCS 5/24-1.7(a),Class X Felony,"$100,000 ","$200,000 ",Chic,60621
1935198401,1398330272,1/20/15,,,Male,Black,19,497,Case Continued,MURDER/INTENT TO KILL/INJURE,720 ILCS 5/9-1(a)(1),Class M Felony (Murder),"$90,000 ","$90,000 ",CHICAGO,60623
1935193972,1398330274,1/20/15,,,Male,Black,25,497,Case Continued,RESIDENTIAL BURGLARY,720 ILCS 5/19-3(a),Class 1 Felony,"$75,000 ","$75,000 ",CHICAGO,60619
1935193972,1398330274,1/20/15,,,Male,Black,25,497,Ship to IDOC,THEFT/CONTROL <$500/PRIOR,720 ILCS 5/16-1(a)(1),Class 4 Felony,$0 ,"$75,000 ",CHICAGO,60619
1935191557,1398330275,1/20/15,,,Male,Black,43,497,Case Continued,HOME INVASION/CAUSE INJURY,720 ILCS 5/12-11(a)(2),Class X Felony,"$250,000 ","$250,000 ",CHICAGO,60649
1935196979,1398330276,1/20/15,,,Male,Black,24,497,Case Continued,MURDER/INTENT TO KILL/INJURE,720 ILCS 5/9-1(a)(1),Class M Felony (Murder),$0 ,$600 ,CHICAGO,60623
1935193544,1398330277,1/20/15,,,Male,Black,37,497,Case Continued,AGG KIDNAPING ARMED W/FIREARM,720 ILCS 5/10-2(a)(6),Class X Felony,"$300,000 ","$300,000 ",Bollingbrook,60440
1935198748,1398330281,1/20/15,,,Male,Black,24,497,Case Continued,MURDER/INTENT TO KILL/INJURE,720 ILCS 5/9-1(a)(1),Class M Felony (Murder),$0 ,"$300,000 ",CHICAGO,60620
1935198748,1398330281,1/20/15,,,Male,Black,24,497,Case Continued,MURDER/INTENT TO KILL/INJURE,720 ILCS 5/9-1(a)(1),Class M Felony (Murder),"$300,000 ","$300,000 ",CHICAGO,60620
1935198427,1398330515,1/21/15,,,Male,Latino,19,496,Case Continued,MURDER/INTENT TO KILL/INJURE,720 ILCS 5/9-1(a)(1),Class M Felony (Murder),$0 ,$0 ,CHICAGO,60632
1935199887,1398330518,1/21/15,,,Male,Black,44,496,Case Continued,AGG ID THEFT/OBTAIN INFO/60+,720 ILCS 5/16-30(b)(1),Class 2 Felony,$0 ,"$60,000 ",CHICAGO,60607
1935199887,1398330518,1/21/15,,,Male,Black,44,496,Case Continued,ESCAPE/VIOLATE ELEC MONITORING,730 ILCS 5/5-8A-4.1(b),Class B Misdemeanor,"$10,000 ","$60,000 ",CHICAGO,60607
1935195416,1398330521,1/21/15,,,Male,Black,29,496,Case Continued,ARMED ROBBERY,720 ILCS 5/18-2(a),Class X Felony,"$250,000 ","$500,000 ",Chgo,0
1935198922,1398330524,1/21/15,,,Male,Black,55,496,Case Continued,FELON POSS/USE WEAPON/FIREARM,720 ILCS 5/24-1.1(a),Class 3 Felony,"$100,000 ","$100,000 ",chicago,60644
1935199721,1398330732,1/22/15,,,Male,Black,28,495,Case Continued,ARMED ROBBERY/ARMED W/FIREARM,720 ILCS 5/18-2(a)(2),Class X Felony,"$250,000 ","$250,000 ",CHICAGO,60629
1935192058,1398330733,1/22/15,,,Male,Black,39,495,Case Continued,PRED CRIM SEX ASLT/VICTIM <13,720 ILCS 5/11-1.40(a)(1),Class X Felony,"$200,000 ","$550,000 ",CHICAGO HEIGHTS,60411
1935192058,1398330733,1/22/15,,,Male,Black,39,495,Case Continued,PRED CRIM SEX ASLT/VICTIM <13,720 ILCS 5/11-1.40(a)(1),Class X Felony,"$150,000 ","$550,000 ",CHICAGO HEIGHTS,60411
1935193098,1398330756,1/22/15,,,Male,Black,40,495,Case Continued,PRED CRIM SEX ASSAULT/CON SUB,720 ILCS 5/11-1.40(a)(2)(D),Class X Felony,"$150,000 ","$150,000 ",Chicago,60636
1935199122,1398330761,1/22/15,,,Male,Black,30,495,Case Continued,ARMED ROBBERY/ARMED W/FIREARM,720 ILCS 5/18-2(a)(2),Class X Felony,"$100,000 ","$200,000 ",CREST HILL,60403
1935191790,1398330764,1/22/15,,,Male,Hispanic Black,28,495,Case Continued,Murder First Degree,,,$0 ,$0 ,Chicago,60619
1935199801,1398330777,1/22/15,,,Male,Black,34,495,Case Continued,ARMED ROBBERY/ARMED W/FIREARM,720 ILCS 5/18-2(a)(2),Class X Felony,"$400,000 ","$400,000 ",CHICAGO,60644
1935198434,1398330956,1/23/15,,,Male,Black,19,494,Case Continued,ARMED ROBBERY/ARMED W/FIREARM,720 ILCS 5/18-2(a)(2),Class X Felony,"$150,000 ","$350,000 ",CHICAGO,60620
1935194617,1398331011,1/23/15,,,Male,White,40,494,Case Continued,CHILD PORN/SX ORGAN/MOUTH/ANUS,720 ILCS 5/11-20.1(a)(1)(ii),Class 1 Felony,,"$100,000 ",Lemont,60439
1935194617,1398331011,1/23/15,,,Male,White,40,494,Case Continued,POSS AMT CON SUB EXCEPT(A)/(D),720 ILCS 570/402(c),Class 4 Felony,,"$100,000 ",Lemont,60439
1935199066,1398331021,1/23/15,,,Male,Black,24,494,Defendant Examined and Discharged,RECK DISCH FIREARM/ENDANGERS,720 ILCS 5/24-1.5(a),Class 4 Felony,$0 ,"$500,000 ",`Chicago,60636
1935199066,1398331021,1/23/15,,,Male,Black,24,494,Case Continued,ARMED ROBBERY/ARMED W/FIREARM,720 ILCS 5/18-2(a)(2),Class X Felony,"$500,000 ","$500,000 ",`Chicago,60636
1935194793,1398331026,1/23/15,,,Male,Black,29,494,Case Continued,MURDER/INTENT TO KILL/INJURE,720 ILCS 5/9-1(a)(1),Class M Felony (Murder),"$400,000 ","$400,000 ",CHICAGO,60620
1935194793,1398331026,1/23/15,,,Male,Black,29,494,Case Continued,POSS CANNABIS/30-500 GRAM/1ST,720 ILCS 550/4(d),Class 4 Felony,$0 ,"$400,000 ",CHICAGO,60620
1935193699,1398331029,1/23/15,,,Male,White,68,494,Case Continued,PRED CRIM SEX ASLT/BODILY HARM,720 ILCS 5/11-1.40(a)(2)(C),Class X Felony,"$1,000,000 ","$1,000,000 ",CHICAGO,60632
1935196063,1398331036,1/23/15,,,Male,Black,55,494,Case Continued,OTHER AMT NARCOTIC SCHED I&II,720 ILCS 570/401(d)(i),Class 2 Felony,"$50,000 ","$50,000 ",Chicago,60612
1935196964,1398331310,1/24/15,,,Male,Black,27,493,Case Continued,MURDER/INTENT TO KILL/INJURE,720 ILCS 5/9-1(a)(1),Class M Felony (Murder),$0 ,$0 ,Chicago,60628
1935196131,1398323082,1/25/15,,,Male,Hispanic White,41,492,Case Continued,AGG DUI/3RD+ DUI,625 ILCS 5/11-501(a),Class 4 Felony,"$50,000 ","$850,000 ",Chgo,60623
1935196131,1398323082,1/25/15,,,Male,Hispanic White,41,492,Case Continued,DRIVE REVOKED/RECK HOMIC,625 ILCS 5/6-303(a),Class 4 Felony,"$400,000 ","$850,000 ",Chgo,60623
1935195637,1398323103,1/25/15,,,Male,Black,25,492,Case Continued,AGG BTRY/PREGNANT/HANDICAPPED,720 ILCS 5/12-3.05(d)(2),Class 3 Felony,"$250,000 ","$300,000 ",Chicago,60620
1935195637,1398323103,1/25/15,,,Male,Black,25,492,Case Continued,AGG BATTERY/PEACE OFFICER,720 ILCS 5/12-3.05(d)(4),Class 2 Felony,"$50,000 ","$300,000 ",Chicago,60620
1935191471,1398323119,1/25/15,,,Male,Black,21,492,Case Continued,ARMED ROBBERY/NO FIREARM,720 ILCS 5/18-2(a)(1),Class X Felony,"$300,000 ","$330,000 ",CHICAGO  HEIGHTS,60411
1935191471,1398323119,1/25/15,,,Male,Black,21,492,Case Continued,BURGLARY,720 ILCS 5/19-1(a),Class 2 Felony,"$30,000 ","$330,000 ",CHICAGO  HEIGHTS,60411
1935191471,1398323119,1/25/15,,,Male,Black,21,492,Dropped,ARMED ROBBERY,720 ILCS 5/18-2(a),Class X Felony,$0 ,"$330,000 ",CHICAGO  HEIGHTS,60411
1935191471,1398323119,1/25/15,,,Male,Black,21,492,Case Continued,ARMED ROBBERY/ARMED W/FIREARM,720 ILCS 5/18-2(a)(2),Class X Felony,$0 ,"$330,000 ",CHICAGO  HEIGHTS,60411
1935191471,1398323119,1/25/15,,,Male,Black,21,492,Joined Case,POSS AMT CON SUB EXCEPT(A)/(D),720 ILCS 570/402(c),Class 4 Felony,$0 ,"$330,000 ",CHICAGO  HEIGHTS,60411
1935198488,1398323334,1/26/15,,,Male,Hispanic White,42,491,Case Continued,CRIMINAL SEX ASSAULT/CONSENT,720 ILCS 5/11-1.20(a)(2),Class 1 Felony,"$100,000 ","$100,000 ",HARVEY,60426
1935198503,1398323591,1/27/15,,,Male,Latino,46,490,Case Continued,CRIM SEX ASLT/FAMILY MEMBER<18,720 ILCS 5/11-1.20(a)(3),Class 1 Felony,"$1,000,000 ","$1,000,000 ",STREAMWOOD,60107
1935192801,1398323628,1/27/15,,,Male,Black,24,490,Case Continued,PUBLIC INDECENCY/SEX CONDUCT,720 ILCS 5/11-30(a)(1),Class A Misdemeanor,"$100,000 ","$235,000 ",Chicago,60653
1935192801,1398323628,1/27/15,,,Male,Black,24,490,Case Continued,MURDER/INTENT TO KILL/INJURE,720 ILCS 5/9-1(a)(1),Class M Felony (Murder),$0 ,"$235,000 ",Chicago,60653
1935192801,1398323628,1/27/15,,,Male,Black,24,490,Case Continued,PUBLIC INDECENCY/LEWD EXPOSURE,720 ILCS 5/11-30(a)(2),Class A Misdemeanor,"$75,000 ","$235,000 ",Chicago,60653
1935192801,1398323628,1/27/15,,,Male,Black,24,490,Case Continued,PUBLIC INDECENCY/LEWD EXPOSURE,720 ILCS 5/11-30(a)(2),Class A Misdemeanor,"$50,000 ","$235,000 ",Chicago,60653
1935192801,1398323628,1/27/15,,,Male,Black,24,490,Case Continued,PUBLIC INDECENCY/LEWD EXPOSURE,720 ILCS 5/11-30(a)(2),Class A Misdemeanor,"$10,000 ","$235,000 ",Chicago,60653
1935191586,1398323634,1/27/15,,,Male,Black,29,490,Case Continued,MURDER/INTENT TO KILL/INJURE,720 ILCS 5/9-1(a)(1),Class M Felony (Murder),"$150,000 ","$150,000 ",Bridgeview,60455
1935196646,1398323854,1/28/15,,,Male,Black,49,489,Case Continued,RESIDENTIAL BURGLARY,720 ILCS 5/19-3(a),Class 1 Felony,"$20,000 ","$20,000 ",MARKHAM,60428
1935192605,1398323863,1/28/15,,,Male,Black,27,489,Case Continued,CHILD PORN/SOL/CHILD/APPEAR,720 ILCS 5/11-20.1(a)(4),Class 1 Felony,,"$35,000 ",River Grove,60707
1935198525,1398323882,1/28/15,,,Male,Latino,28,489,Case Continued,CRIM SEX ASLT/SUPER VIC 13-17,720 ILCS 5/11-1.20(a)(4),Class 1 Felony,"$1,000,000 ","$1,000,000 ",CHICAGO,60651
1935198542,1398324167,1/29/15,,,Male,Latino,55,488,Case Continued,AGG CRIM SEX ABUSE/VICTIM <13,720 ILCS 5/11-1.60(c)(1)(i),Class 2 Felony,"$350,000 ","$350,000 ",CHICAGO,60608
1935198703,1398324176,1/29/15,,,Male,Black,32,488,Case Continued,AGG DISCHARGE FIREARM/OCC BLDG,720 ILCS 5/24-1.2(a)(1),Class 1 Felony,$0 ,$0 ,CHICAGO,60620
1935198703,1398324176,1/29/15,,,Male,Black,32,488,Case Continued,AGG BATTERY/DISCHARGE FIREARM,720 ILCS 5/12-3.05(e)(1),Class X Felony,$0 ,$0 ,CHICAGO,60620
1935198703,1398324176,1/29/15,,,Male,Black,32,488,Case Continued,MURDER/INTENT TO KILL/INJURE,720 ILCS 5/9-1(a)(1),Class M Felony (Murder),$0 ,$0 ,CHICAGO,60620
1935192079,1398324178,1/29/15,,,Male,Black,39,488,Case Continued,POSS AMT CON SUB EXCEPT(A)/(D),720 ILCS 570/402(c),Class 4 Felony,$0 ,$0 ,Chicago,60636
1935198549,1398324184,1/29/15,,,Male,Black,19,488,Case Continued,MURDER/INTENT TO KILL/INJURE,720 ILCS 5/9-1(a)(1),Class M Felony (Murder),"$5,000,000 ","$5,000,000 ",SOUTH HOLLAND,60473
1935193044,1398324446,1/30/15,,,Male,Black,29,487,Case Continued,MFG/DEL CAN 2.5<10 GRAMS/SCH,720 ILCS 550/5.2(d),Class 4 Felony,"$30,000 ","$145,000 ",Chicago,60628
1935193044,1398324446,1/30/15,,,Male,Black,29,487,Case Continued,MFG/DEL 1<15 GR COCAINE/ANLG,720 ILCS 570/401(c)(2),Class 1 Felony,"$40,000 ","$145,000 ",Chicago,60628
1935198566,1398324449,1/30/15,,,Male,Latino,21,487,Case Continued,MURDER/INTENT TO KILL/INJURE,720 ILCS 5/9-1(a)(1),Class M Felony (Murder),"$1,000,000 ","$1,000,000 ",CHICAGO,60623
1935196045,1398324450,1/30/15,,,Male,Black,27,487,Case Continued,FELON POSSESS WEAPON/2ND+,720 ILCS 5/24-1.1(a),Class 2 Felony,"$75,000 ","$75,000 ",Chicago,60619
1935193903,1398324452,1/30/15,,,Male,Black,27,487,Case Continued,MURDER/INTENT TO KILL/INJURE,720 ILCS 5/9-1(a)(1),Class M Felony (Murder),$0 ,"$300,000 ",,60649
